,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Trim Percent,Trim Efficiency,Sample,Total Reads,Tool,Kmer Size
147,lighter_sample_SRR1543969_1_30.corrected.fastq,run.lighter.sh,30,87419,716024,63097,830,13088,149,2031,880607,251892,208646549,754531,2288,24308,157,0,13877,209693602,Lighter,NA,100,0.250284423,0.911473203,0.225975559,0.996273917,6.62E-05,inf,SRR1543969,880607,Lighter,30
190,musket_sample_SRR1543969_1_20.corrected.fastq,run.musket.sh,20,0,725335,155272,0,0,0,2007,880607,0,208671707,1008623,0,0,0,0,13629,209693959,Musket,NA,100,0,inf,0,0.995189711,6.50E-05,inf,SRR1543969,880607,Musket,20
191,musket_sample_SRR1543969_1_22.corrected.fastq,run.musket.sh,22,0,725335,155272,0,0,0,2007,880607,0,208671707,1008623,0,0,0,0,13629,209693959,Musket,NA,100,0,inf,0,0.995189711,6.50E-05,inf,SRR1543969,880607,Musket,22
192,musket_sample_SRR1543969_1_24.corrected.fastq,run.musket.sh,24,0,718216,154033,0,0,0,1989,872249,0,206690506,999637,0,0,0,0,13520,207703663,Musket,NA,100,0,inf,0,0.995186883,6.51E-05,inf,SRR1543969,872249,Musket,24
193,musket_sample_SRR1543969_1_26.corrected.fastq,run.musket.sh,26,0,718216,154033,0,0,0,1989,872249,0,206690506,999637,0,0,0,0,13520,207703663,Musket,NA,100,0,inf,0,0.995186883,6.51E-05,inf,SRR1543969,872249,Musket,26
194,musket_sample_SRR1543969_1_28.corrected.fastq,run.musket.sh,28,0,718216,154033,0,0,0,1989,872249,0,206690506,999637,0,0,0,0,13520,207703663,Musket,NA,100,0,inf,0,0.995186883,6.51E-05,inf,SRR1543969,872249,Musket,28
195,musket_sample_SRR1543969_1_30.corrected.fastq,run.musket.sh,30,0,710982,152909,0,0,0,1975,863891,0,204707675,992396,0,0,0,0,13296,205713367,Musket,NA,100,0,inf,0,0.995175519,6.46E-05,inf,SRR1543969,863891,Musket,30
382,pollux_sample_SRR1543969_1_20.corrected.fastq,run.pollux.sh,20,28191,658663,108566,516,21697,69409,2152,887042,116661,210002520,806005,3851,127932,170929,244,13040,211241182,Pollux,NA,100,0.126439036,0.280757698,-0.197471241,0.994749937,6.29E-05,53.44262295,SRR1543969,887042,Pollux,20
383,pollux_sample_SRR1543969_1_22.corrected.fastq,run.pollux.sh,22,30513,651803,104243,516,22732,76950,2130,886757,126878,209917731,787325,4043,140843,186741,238,12916,211176715,Pollux,NA,100,0.138785368,0.279182858,-0.219542049,0.994699896,6.23E-05,54.26890756,SRR1543969,886757,Pollux,22
384,pollux_sample_SRR1543969_1_24.corrected.fastq,run.pollux.sh,24,34254,650655,99793,549,23815,77488,2134,886554,139396,209870499,769652,4294,143183,187439,238,12918,211127619,Pollux,NA,100,0.153342838,0.296575876,-0.210358529,0.994766797,6.23E-05,54.27731092,SRR1543969,886554,Pollux,24
385,pollux_sample_SRR1543969_1_26.corrected.fastq,run.pollux.sh,26,40145,633676,90167,625,26519,95189,2148,886321,162366,209756769,740601,4776,174288,229711,259,12948,211081718,Pollux,NA,100,0.17981388,0.286680851,-0.267598927,0.994553268,6.26E-05,49.99227799,SRR1543969,886321,Pollux,26
386,pollux_sample_SRR1543969_1_28.corrected.fastq,run.pollux.sh,28,42456,632598,87374,659,28043,94885,2150,886015,168407,209685987,727628,4791,178968,226848,255,12920,211005804,Pollux,NA,100,0.187946899,0.293278047,-0.264955052,0.994604131,6.24E-05,50.66666667,SRR1543969,886015,Pollux,28
387,pollux_sample_SRR1543969_1_30.corrected.fastq,run.pollux.sh,30,46698,624608,80719,761,32091,100686,2170,885563,184631,209554341,708110,5363,200667,236158,277,12884,210902431,Pollux,NA,100,0.206813622,0.297094243,-0.282494027,0.994544182,6.24E-05,46.51263538,SRR1543969,885563,Pollux,30
13,racer_sample_SRR1543969_1_0.corrected.fastq,run.racer.sh,0,25074,176462,8149,130,13672,38628,6886,262115,98421,60847193,178127,11311,971052,565808,44321,4036,62720269,Racer,NA,100,0.355891202,0.060185986,-5.201408074,0.971767772,0.000770995,0.091062927,SRR1543969,262115,Racer,0
238,reckoner_sample_SRR1543969_1_20.corrected.fastq,run.reckoner.sh,20,21166,696560,126704,462,1283,1000,2442,847175,86811,200701993,888069,2987,29432,17496,3712,13557,201744057,Reckoner,NA,100,0.089047883,0.64910759,0.040910676,0.995331911,8.56E-05,3.652209052,SRR1543969,847175,Reckoner,20
239,reckoner_sample_SRR1543969_1_22.corrected.fastq,run.reckoner.sh,22,21517,675616,122377,461,1107,1023,2381,822101,85935,194759611,859315,3084,30318,18834,3481,13082,195773660,Reckoner,NA,100,0.090912457,0.636145595,0.038913515,0.99532576,8.46E-05,3.758115484,SRR1543969,822101,Reckoner,22
240,reckoner_sample_SRR1543969_1_24.corrected.fastq,run.reckoner.sh,24,22092,661613,119071,466,998,1145,2349,805385,85816,190794592,841039,3068,32102,20992,3921,12934,191794464,Reckoner,NA,100,0.092588377,0.617781297,0.035304336,0.99530131,8.79E-05,3.298648304,SRR1543969,805385,Reckoner,24
241,reckoner_sample_SRR1543969_1_26.corrected.fastq,run.reckoner.sh,26,22381,647169,116497,483,971,1168,2372,788669,84802,186831475,823903,3259,32255,21326,4538,12673,187814231,Reckoner,NA,100,0.093321815,0.612806486,0.034357685,0.995286083,9.16E-05,2.792639929,SRR1543969,788669,Reckoner,26
242,reckoner_sample_SRR1543969_1_28.corrected.fastq,run.reckoner.sh,28,21267,598961,107488,476,897,1074,2159,730163,78614,172973942,763578,2686,28454,17936,3369,11691,173880270,Reckoner,NA,100,0.093344511,0.628891875,0.038262059,0.995306668,8.66E-05,3.47016919,SRR1543969,730163,Reckoner,28
243,reckoner_sample_SRR1543969_1_30.corrected.fastq,run.reckoner.sh,30,19924,551732,97634,436,830,1101,2007,671657,72512,159112781,698129,3036,29486,18787,3276,10928,159948935,Reckoner,NA,100,0.094093099,0.600339446,0.031453037,0.995293714,8.88E-05,3.335775336,SRR1543969,671657,Reckoner,30
286,sga_sample_SRR1543969_1_20.corrected.fastq,run.sga.sh,20,6622,538024,108596,235,1419,45,1518,654941,42357,155188927,710623,765,4124,134,31,10178,155957139,Sga,NA,100,0.05625249,0.908656012,0.050597625,0.995410767,6.55E-05,328.3225806,SRR1543969,654941,Sga,20
287,sga_sample_SRR1543969_1_22.corrected.fastq,run.sga.sh,22,6764,516522,104933,224,1378,46,1460,629867,43100,149245334,682988,756,4134,135,36,9753,149986236,Sga,NA,100,0.059359196,0.909877768,0.053479744,0.995412287,6.53E-05,270.9166667,SRR1543969,629867,Sga,22
288,sga_sample_SRR1543969_1_24.corrected.fastq,run.sga.sh,24,6224,456232,90700,191,1251,47,1286,554645,38882,131430954,590711,651,3707,132,34,8639,132073710,Sga,NA,100,0.061757358,0.910137871,0.055659768,0.995492866,6.57E-05,254.0882353,SRR1543969,554645,Sga,24
289,sga_sample_SRR1543969_1_26.corrected.fastq,run.sga.sh,26,6155,428500,85052,179,1265,62,1235,521213,37904,123506021,556230,601,3743,137,53,8167,124112856,Sga,NA,100,0.063797056,0.90714149,0.057266543,0.995481524,6.62E-05,154.0943396,SRR1543969,521213,Sga,26
290,sga_sample_SRR1543969_1_28.corrected.fastq,run.sga.sh,28,5994,379334,75988,147,1177,67,1099,462707,35774,109639009,494481,541,3564,146,68,7241,110180824,Sga,NA,100,0.067465653,0.906037889,0.06046902,0.995472599,6.63E-05,106.4852941,SRR1543969,462707,Sga,28
291,sga_sample_SRR1543969_1_30.corrected.fastq,run.sga.sh,30,5257,311273,61456,109,970,62,911,379127,29678,89836367,403269,417,2961,125,58,6057,90278932,Sga,NA,100,0.068548806,0.905811256,0.061420913,0.995493331,6.77E-05,104.4310345,SRR1543969,379127,Sga,30
340,bfc_sample_SRR1543970_1_20.corrected.fastq,run.bfc.sh,20,13406,828018,117306,3765,2280,6,326,964781,60048,229257702,302429,3879,2350,7,0,749,229627164,Bfc,NA,100,0.165660166,0.96223059,0.159157684,0.998655795,3.26E-06,inf,SRR1543970,964781,Bfc,20
341,bfc_sample_SRR1543970_1_22.corrected.fastq,run.bfc.sh,22,13982,828342,116870,3755,1825,7,327,964781,62074,229258140,300453,3850,1888,7,0,750,229627162,Bfc,NA,100,0.171225867,0.970376276,0.16599867,0.998666538,3.27E-06,inf,SRR1543970,964781,Bfc,22
342,bfc_sample_SRR1543970_1_24.corrected.fastq,run.bfc.sh,24,15214,827683,115911,3398,2570,5,327,964781,64679,229257414,298206,3483,2638,5,0,744,229627169,Bfc,NA,100,0.178235529,0.960740917,0.17095223,0.998674665,3.24E-06,inf,SRR1543970,964781,Bfc,24
343,bfc_sample_SRR1543970_1_26.corrected.fastq,run.bfc.sh,26,15491,828355,115715,3403,1812,5,327,964781,65629,229258170,297247,3493,1885,5,0,737,229627166,Bfc,NA,100,0.180857924,0.972007879,0.175649533,0.998682077,3.21E-06,inf,SRR1543970,964781,Bfc,26
344,bfc_sample_SRR1543970_1_28.corrected.fastq,run.bfc.sh,28,16659,827749,114580,3233,2554,6,328,964781,67980,229257427,295071,3320,2623,6,1,737,229627165,Bfc,NA,100,0.18724642,0.962766786,0.180005013,0.998689084,3.21E-06,737,SRR1543970,964781,Bfc,28
345,bfc_sample_SRR1543970_1_30.corrected.fastq,run.bfc.sh,30,16930,828126,114441,3152,2122,10,327,964781,68818,229257854,294342,3218,2202,10,0,737,229627181,Bfc,NA,100,0.189497742,0.968858229,0.183406763,0.998694523,3.21E-06,inf,SRR1543970,964781,Bfc,30
52,bless_sample_SRR1543970_1_20.corrected.fastq,run.bless.sh,20,60821,839711,59911,72,2470,1796,46058,964781,128085,225899041,173242,1146,45141,87808,3232204,64984,229631651,Bless,NA,100,0.425069775,0.490683206,-0.016141932,0.984581642,0.014358596,0.020105167,SRR1543970,964781,Bless,20
53,bless_sample_SRR1543970_1_22.corrected.fastq,run.bless.sh,22,68089,839024,52524,73,2781,2290,49667,964781,142222,225551857,156621,1335,55271,113142,3544997,67234,229632679,Bless,NA,100,0.475908755,0.457842806,-0.087641337,0.983136112,0.015730474,0.018965883,SRR1543970,964781,Bless,22
54,bless_sample_SRR1543970_1_24.corrected.fastq,run.bless.sh,24,69069,839453,51089,88,2802,2280,50802,964781,144431,225471095,153248,1207,56922,108220,3629654,68531,229633308,Bless,NA,100,0.485190423,0.466549085,-0.069574945,0.98279679,0.016104741,0.018880863,SRR1543970,964781,Bless,24
55,bless_sample_SRR1543970_1_26.corrected.fastq,run.bless.sh,26,69597,841269,48862,89,2769,2195,53128,964781,146776,225421513,146873,1362,56476,105282,3682259,72379,229632920,Bless,NA,100,0.499834837,0.475720666,-0.051020095,0.982609154,0.016350609,0.01965614,SRR1543970,964781,Bless,26
56,bless_sample_SRR1543970_1_28.corrected.fastq,run.bless.sh,28,70099,842359,47872,83,2489,1879,53456,964781,148167,225471625,144486,1329,47949,80797,3664446,73488,229632287,Bless,NA,100,0.506289018,0.53506697,0.066361869,0.982840967,0.016277911,0.020054327,SRR1543970,964781,Bless,28
57,bless_sample_SRR1543970_1_30.corrected.fastq,run.bless.sh,30,70563,843291,46346,83,2476,2022,54830,964781,150530,225437439,141828,1480,49460,90298,3688610,73903,229633548,Bless,NA,100,0.514882439,0.518553988,0.036845238,0.982698719,0.016384858,0.020035461,SRR1543970,964781,Bless,30
100,coral_sample_SRR1543970_1_20.corrected.fastq,run.coral.sh,20,24911,827371,109752,29,1189,1529,451,964781,58321,229251751,307848,87,6196,4998,106,769,229630076,Coral,NA,100,0.15927345,0.838970006,0.128702867,0.998609781,3.81E-06,7.254716981,SRR1543970,964781,Coral,20
101,coral_sample_SRR1543970_1_22.corrected.fastq,run.coral.sh,22,27941,827454,106711,29,1236,1410,467,964781,63949,229252093,302184,86,6047,4719,106,791,229629975,Coral,NA,100,0.174660574,0.855905775,0.145255959,0.998636314,3.91E-06,7.462264151,SRR1543970,964781,Coral,22
102,coral_sample_SRR1543970_1_24.corrected.fastq,run.coral.sh,24,30465,827441,104151,34,1238,1452,471,964781,68717,229252029,297413,85,6038,4925,107,798,229630112,Coral,NA,100,0.187684702,0.862412149,0.157741786,0.998656234,3.94E-06,7.457943925,SRR1543970,964781,Coral,24
103,coral_sample_SRR1543970_1_26.corrected.fastq,run.coral.sh,26,33430,827382,101249,24,1252,1444,464,964781,74015,229251878,292098,94,6137,4945,98,801,229630066,Coral,NA,100,0.202164359,0.869772142,0.171895016,0.998678862,3.91E-06,8.173469388,SRR1543970,964781,Coral,26
104,coral_sample_SRR1543970_1_28.corrected.fastq,run.coral.sh,28,36816,827421,97822,31,1260,1431,473,964781,80044,229252412,286061,99,6025,4345,102,805,229629893,Coral,NA,100,0.21863673,0.885305373,0.190311523,0.998708212,3.95E-06,7.892156863,SRR1543970,964781,Coral,28
105,coral_sample_SRR1543970_1_30.corrected.fastq,run.coral.sh,30,39794,826923,94742,35,1290,1997,494,964781,85593,229250655,280485,105,7215,5784,107,823,229630767,Coral,NA,100,0.233810827,0.868153603,0.198302001,0.998721003,4.05E-06,7.691588785,SRR1543970,964781,Coral,30
6,fiona_sample_SRR1543970_1_0.corrected.fastq,run.fiona.sh,0,81934,686226,24846,4238,11057,22752,838,831053,208443,197387838,104576,4967,69463,49443,502,713,197825945,Fiona,NA,100,0.665911654,0.636760766,0.286043339,0.99884266,6.14E-06,1.420318725,SRR1543970,831053,Fiona,0
148,lighter_sample_SRR1543970_1_20.corrected.fastq,run.lighter.sh,20,79971,819047,53008,154,12454,147,321,964781,209133,229236078,157134,269,23644,156,0,738,229627152,Lighter,NA,100,0.570985101,0.897824696,0.506005182,0.999210879,3.21E-06,inf,SRR1543970,964781,Lighter,20
149,lighter_sample_SRR1543970_1_22.corrected.fastq,run.lighter.sh,22,82849,819141,50231,180,12200,180,319,964781,211157,229237275,155124,282,22366,192,0,736,229627132,Lighter,NA,100,0.576489089,0.903480735,0.514902493,0.999224985,3.21E-06,inf,SRR1543970,964781,Lighter,22
150,lighter_sample_SRR1543970_1_24.corrected.fastq,run.lighter.sh,24,86375,817951,46423,108,13725,199,319,964781,213805,229234284,152535,208,25374,209,0,736,229627151,Lighter,NA,100,0.583624502,0.893131652,0.513790468,0.999223408,3.21E-06,inf,SRR1543970,964781,Lighter,24
151,lighter_sample_SRR1543970_1_26.corrected.fastq,run.lighter.sh,26,86766,819197,46256,168,12219,175,317,964781,213011,229236281,153228,298,23420,192,0,731,229627161,Lighter,NA,100,0.581617468,0.900212574,0.517145907,0.999228582,3.18E-06,inf,SRR1543970,964781,Lighter,26
152,lighter_sample_SRR1543970_1_28.corrected.fastq,run.lighter.sh,28,88728,819502,44417,212,11755,167,318,964781,214255,229238436,151988,289,21272,174,0,735,229627149,Lighter,NA,100,0.585007768,0.909011841,0.526451017,0.999243454,3.20E-06,inf,SRR1543970,964781,Lighter,28
153,lighter_sample_SRR1543970_1_30.corrected.fastq,run.lighter.sh,30,87983,819427,45165,212,11829,165,319,964781,212506,229238195,153731,354,21445,169,0,742,229627142,Lighter,NA,100,0.580241756,0.907679822,0.521225327,0.999234848,3.23E-06,inf,SRR1543970,964781,Lighter,30
196,musket_sample_SRR1543970_1_20.corrected.fastq,run.musket.sh,20,0,829090,135691,0,0,0,326,964781,0,229260148,366286,0,0,0,0,750,229627184,Musket,NA,100,0,inf,0,0.998404861,3.27E-06,inf,SRR1543970,964781,Musket,20
197,musket_sample_SRR1543970_1_22.corrected.fastq,run.musket.sh,22,0,829090,135691,0,0,0,326,964781,0,229260148,366286,0,0,0,0,750,229627184,Musket,NA,100,0,inf,0,0.998404861,3.27E-06,inf,SRR1543970,964781,Musket,22
198,musket_sample_SRR1543970_1_24.corrected.fastq,run.musket.sh,24,0,829090,135691,0,0,0,326,964781,0,229260148,366286,0,0,0,0,750,229627184,Musket,NA,100,0,inf,0,0.998404861,3.27E-06,inf,SRR1543970,964781,Musket,24
199,musket_sample_SRR1543970_1_26.corrected.fastq,run.musket.sh,26,0,829090,135691,0,0,0,326,964781,0,229260148,366286,0,0,0,0,750,229627184,Musket,NA,100,0,inf,0,0.998404861,3.27E-06,inf,SRR1543970,964781,Musket,26
200,musket_sample_SRR1543970_1_28.corrected.fastq,run.musket.sh,28,0,829090,135691,0,0,0,326,964781,0,229260148,366286,0,0,0,0,750,229627184,Musket,NA,100,0,inf,0,0.998404861,3.27E-06,inf,SRR1543970,964781,Musket,28
201,musket_sample_SRR1543970_1_30.corrected.fastq,run.musket.sh,30,0,829090,135691,0,0,0,326,964781,0,229260148,366286,0,0,0,0,750,229627184,Musket,NA,100,0,inf,0,0.998404861,3.27E-06,inf,SRR1543970,964781,Musket,30
388,pollux_sample_SRR1543970_1_20.corrected.fastq,run.pollux.sh,20,26499,766313,96889,211,17139,65006,367,972057,88846,230787285,244933,1354,112316,148145,41,785,231383705,Pollux,NA,100,0.266182115,0.254349326,-0.514157571,0.997809739,3.57E-06,19.14634146,SRR1543970,972057,Pollux,20
389,pollux_sample_SRR1543970_1_22.corrected.fastq,run.pollux.sh,22,27879,764463,94925,198,18532,65880,363,971877,92891,230734857,237912,1316,125600,149705,39,783,231343103,Pollux,NA,100,0.280804588,0.252286825,-0.551427889,0.997775712,3.55E-06,20.07692308,SRR1543970,971877,Pollux,22
390,pollux_sample_SRR1543970_1_24.corrected.fastq,run.pollux.sh,24,30891,763046,91077,196,18480,68010,364,971700,102498,230696310,224789,1376,127062,151534,42,772,231304383,Pollux,NA,100,0.313174675,0.268957265,-0.538053757,0.997817574,3.52E-06,18.38095238,SRR1543970,971700,Pollux,24
391,pollux_sample_SRR1543970_1_26.corrected.fastq,run.pollux.sh,26,36831,742611,81291,226,23193,87411,366,971563,123535,230584264,201135,1587,174767,193022,45,755,231279110,Pollux,NA,100,0.38049404,0.251432863,-0.752314658,0.997533033,3.46E-06,16.77777778,SRR1543970,971563,Pollux,26
392,pollux_sample_SRR1543970_1_28.corrected.fastq,run.pollux.sh,28,39232,726929,76101,231,27787,101115,372,971395,133351,230392570,188708,1738,322254,221978,52,760,231261411,Pollux,NA,100,0.414057673,0.196803934,-1.275794187,0.996822936,3.51E-06,14.61538462,SRR1543970,971395,Pollux,28
393,pollux_sample_SRR1543970_1_30.corrected.fastq,run.pollux.sh,30,44317,724792,70266,274,30240,101366,380,971255,145893,230459944,174418,1730,205281,221597,59,769,231209691,Pollux,NA,100,0.455472962,0.254714362,-0.877225571,0.997391602,3.58E-06,13.03389831,SRR1543970,971255,Pollux,30
14,racer_sample_SRR1543970_1_0.corrected.fastq,run.racer.sh,0,77723,623921,17922,72,21184,65157,12607,805979,219264,189310898,84408,5157,1680751,977451,81096,691,192359716,Racer,NA,100,0.722042203,0.076200379,-8.031487921,0.985293838,0.000425177,0.008520766,SRR1543970,805979,Racer,0
244,reckoner_sample_SRR1543970_1_20.corrected.fastq,run.reckoner.sh,20,22097,829090,111623,274,859,838,690,964781,71017,229227867,293696,1396,24135,14164,2082,1079,229635436,Reckoner,NA,100,0.194720232,0.649648725,0.089708894,0.998539099,1.38E-05,0.518251681,SRR1543970,964781,Reckoner,20
245,reckoner_sample_SRR1543970_1_22.corrected.fastq,run.reckoner.sh,22,23031,821561,109850,296,818,867,763,956423,72704,227240466,289932,1301,24328,14318,2024,1143,227646216,Reckoner,NA,100,0.200487541,0.652932196,0.093917868,0.998542015,1.39E-05,0.56472332,SRR1543970,956423,Reckoner,22
246,reckoner_sample_SRR1543970_1_24.corrected.fastq,run.reckoner.sh,24,24028,821561,108825,306,767,936,763,956423,74407,227237096,287988,1551,26418,16455,2417,1160,227647492,Reckoner,NA,100,0.205320162,0.63443895,0.087015549,0.99852917,1.57E-05,0.479933802,SRR1543970,956423,Reckoner,24
247,reckoner_sample_SRR1543970_1_26.corrected.fastq,run.reckoner.sh,26,24908,821561,108017,290,773,874,765,956423,75181,227240943,287389,1394,23254,15256,2265,1144,227646826,Reckoner,NA,100,0.207355821,0.661274859,0.101141848,0.99855232,1.50E-05,0.505077263,SRR1543970,956423,Reckoner,26
248,reckoner_sample_SRR1543970_1_28.corrected.fastq,run.reckoner.sh,28,25578,821557,107283,290,729,986,776,956423,75804,227238318,286848,1351,25777,15459,2254,1071,227646882,Reckoner,NA,100,0.209026836,0.647676008,0.095320031,0.99854296,1.46E-05,0.47515528,SRR1543970,956423,Reckoner,28
249,reckoner_sample_SRR1543970_1_30.corrected.fastq,run.reckoner.sh,30,26137,821561,106651,320,722,1032,841,956423,76611,227235847,285729,1580,28017,16021,2276,1149,227647230,Reckoner,NA,100,0.211434012,0.634990758,0.08989623,0.998534466,1.50E-05,0.50483304,SRR1543970,956423,Reckoner,30
292,sga_sample_SRR1543970_1_20.corrected.fastq,run.sga.sh,20,7134,808175,123061,101,1187,49,363,939707,39800,223300110,314538,348,3684,187,28,773,223659468,Sga,NA,100,0.112322133,0.911359941,0.101397536,0.998574681,3.58E-06,27.60714286,SRR1543970,939707,Sga,20
293,sga_sample_SRR1543970_1_22.corrected.fastq,run.sga.sh,22,7381,786961,118969,98,1168,56,365,914633,40499,217342955,303143,333,3717,203,30,723,217691603,Sga,NA,100,0.1178523,0.911749477,0.106445079,0.998587786,3.46E-06,24.1,SRR1543970,914633,Sga,22
294,sga_sample_SRR1543970_1_24.corrected.fastq,run.sga.sh,24,7845,786961,118436,105,1221,65,378,914633,42656,217342728,300987,311,3931,240,43,728,217691624,Sga,NA,100,0.12412882,0.910927456,0.111991223,0.998596579,3.54E-06,16.93023256,SRR1543970,914633,Sga,24
295,sga_sample_SRR1543970_1_26.corrected.fastq,run.sga.sh,26,8218,779500,117164,99,1214,80,391,906275,43645,215355581,297749,293,4048,296,54,728,215702394,Sga,NA,100,0.127843489,0.909479256,0.115119188,0.998597878,3.63E-06,13.48148148,SRR1543970,906275,Sga,26
296,sga_sample_SRR1543970_1_28.corrected.fastq,run.sga.sh,28,8819,764562,114755,102,1238,83,395,889559,45235,211381670,291295,296,4200,308,57,717,211723778,Sga,NA,100,0.134415951,0.909374183,0.121020414,0.99860121,3.66E-06,12.57894737,SRR1543970,889559,Sga,28
297,sga_sample_SRR1543970_1_30.corrected.fastq,run.sga.sh,30,9336,750521,111530,97,1284,75,387,872843,45875,207410512,283183,265,4247,279,58,710,207745129,Sga,NA,100,0.139413113,0.910200194,0.125658698,0.998613527,3.70E-06,12.24137931,SRR1543970,872843,Sga,30
346,bfc_sample_SRR1543971_1_20.corrected.fastq,run.bfc.sh,20,15740,500912,53706,2303,1440,6,227,574107,44015,136454974,139668,2362,1474,6,0,728,136643227,Bfc,NA,100,0.239624788,0.967468953,0.231567429,0.998949741,5.33E-06,inf,SRR1543971,574107,Bfc,20
347,bfc_sample_SRR1543971_1_22.corrected.fastq,run.bfc.sh,22,16085,500999,53447,2274,1294,8,227,574107,44969,136455117,138745,2334,1329,8,0,728,136643230,Bfc,NA,100,0.244777208,0.971126852,0.237499592,0.998957747,5.33E-06,inf,SRR1543971,574107,Bfc,22
348,bfc_sample_SRR1543971_1_24.corrected.fastq,run.bfc.sh,24,17019,500784,52646,2097,1556,5,227,574107,46333,136454847,137554,2171,1592,5,0,728,136643230,Bfc,NA,100,0.251964522,0.966680576,0.24327984,0.998965754,5.33E-06,inf,SRR1543971,574107,Bfc,24
349,bfc_sample_SRR1543971_1_26.corrected.fastq,run.bfc.sh,26,17164,500980,52590,2004,1362,7,228,574107,46690,136455038,137296,2059,1409,8,1,728,136643229,Bfc,NA,100,0.253769309,0.970544827,0.246067636,0.998969771,5.34E-06,728,SRR1543971,574107,Bfc,26
350,bfc_sample_SRR1543971_1_28.corrected.fastq,run.bfc.sh,28,18262,500830,51615,1896,1500,4,227,574107,48243,136454911,135851,1949,1544,4,0,728,136643230,Bfc,NA,100,0.262056341,0.968910044,0.253647593,0.9989802,5.33E-06,inf,SRR1543971,574107,Bfc,28
351,bfc_sample_SRR1543971_1_30.corrected.fastq,run.bfc.sh,30,18415,500964,51522,1823,1377,6,227,574107,48459,136455026,135720,1870,1418,6,0,728,136643227,Bfc,NA,100,0.263108172,0.9714532,0.255376563,0.998982644,5.33E-06,inf,SRR1543971,574107,Bfc,30
58,bless_sample_SRR1543971_1_20.corrected.fastq,run.bless.sh,20,37828,506653,27894,48,879,805,18774,574107,71650,135159777,85327,706,18076,32715,1247334,29349,136644934,Bless,NA,100,0.456436293,0.585179801,0.132879339,0.989868228,0.009343069,0.023529383,SRR1543971,574107,Bless,20
59,bless_sample_SRR1543971_1_22.corrected.fastq,run.bless.sh,22,39002,506684,26609,49,1018,745,19283,574107,73131,135122763,82747,744,18294,32365,1284290,30449,136644783,Bless,NA,100,0.469155365,0.590766621,0.144164026,0.989617195,0.009621582,0.02370882,SRR1543971,574107,Bless,22
60,bless_sample_SRR1543971_1_24.corrected.fastq,run.bless.sh,24,39646,506820,25825,45,1002,769,19444,574107,74182,135116393,81454,593,19808,30769,1290644,30912,136644755,Bless,NA,100,0.476637796,0.594602393,0.151667995,0.989581817,0.009671473,0.023950834,SRR1543971,574107,Bless,24
61,bless_sample_SRR1543971_1_26.corrected.fastq,run.bless.sh,26,40126,507583,24599,45,1046,708,20649,574107,75169,135067733,78246,658,18381,27442,1344289,33090,136645008,Bless,NA,100,0.489971646,0.621272481,0.191285076,0.989246795,0.01007998,0.024615243,SRR1543971,574107,Bless,26
62,bless_sample_SRR1543971_1_28.corrected.fastq,run.bless.sh,28,39303,508988,24043,46,975,752,21991,574107,74374,135007879,77101,802,18998,28162,1402902,34915,136645133,Bless,NA,100,0.490998515,0.611960439,0.17966001,0.988815149,0.01052227,0.024887697,SRR1543971,574107,Bless,28
63,bless_sample_SRR1543971_1_30.corrected.fastq,run.bless.sh,30,39345,509513,23447,51,1051,700,22805,574107,74433,134988913,76131,717,18515,25456,1425064,35911,136645140,Bless,NA,100,0.494361202,0.628635857,0.20231928,0.988683905,0.010691745,0.02519957,SRR1543971,574107,Bless,30
106,coral_sample_SRR1543971_1_20.corrected.fastq,run.coral.sh,20,16439,497946,55045,10,2425,2242,558,574107,36888,136444596,149014,55,8652,4267,393,740,136644605,Coral,NA,100,0.198427128,0.740618789,0.128933524,0.998811648,8.29E-06,1.882951654,SRR1543971,574107,Coral,20
107,coral_sample_SRR1543971_1_22.corrected.fastq,run.coral.sh,22,18368,497789,53069,11,2451,2419,559,574107,40491,136443410,145410,59,9698,4548,394,740,136644750,Coral,NA,100,0.217809479,0.739737289,0.141177293,0.998828276,8.30E-06,1.878172589,SRR1543971,574107,Coral,22
108,coral_sample_SRR1543971_1_24.corrected.fastq,run.coral.sh,24,20016,497638,51375,15,2232,2831,756,574107,43236,136441624,142659,85,10188,5586,588,742,136644708,Coral,NA,100,0.23258291,0.732689375,0.147728556,0.998835616,9.73E-06,1.261904762,SRR1543971,574107,Coral,24
109,coral_sample_SRR1543971_1_26.corrected.fastq,run.coral.sh,26,20911,497773,50464,18,2079,2862,782,574107,44761,136441859,141080,100,9896,5648,626,757,136644727,Coral,NA,100,0.240856431,0.742243595,0.157215039,0.998848467,1.01E-05,1.209265176,SRR1543971,574107,Coral,26
110,coral_sample_SRR1543971_1_28.corrected.fastq,run.coral.sh,28,21974,497543,49408,20,2131,3031,784,574107,46505,136440205,139342,93,10842,6754,621,759,136645121,Coral,NA,100,0.250232718,0.725495702,0.155552686,0.99884626,1.01E-05,1.222222222,SRR1543971,574107,Coral,28
